ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,roi,p/e,beta,electricity,Diesel ,Business Travel,Carbon Footprint
nxpi,NXP Semiconductors NV,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/86154d10-80c9-11ea-9926-00000000092a.png,https://www.nxp.com/,A,High,BB,Medium,BB,Medium,505,329,305,1139,18-04-2022,BBB,High,1413447,1.20907326,8.625768476,-0.580615568,13408.14923,938.8530433,9520.210295,7.330510932
orly,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/e7e4dff0-826a-11ea-8801-00000000092a.png,https://corporate.oreillyauto.com/corporate/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,898173,1.392303469,25.23322265,0.27535721,13309.9343,618.0174152,5731.880166,4.70153452
payx,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/acaa8fac-80e0-11ea-9d58-00000000092a.png,https://www.paychex.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,26-07-2022,BBB,High,723531,0.025766469,26.8423329,0.858480571,17224.50719,595.8626815,7577.366699,5.029616488
pfg,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/52a59ab6-80ec-11ea-b750-00000000092a.png,https://www.principal.com/,A,High,BB,Medium,BB,Medium,555,320,300,1175,18-04-2022,BBB,High,1126328,0.83689807,20.30893199,1.450151268,21974.72106,915.5419211,6424.867622,6.471247647
rost,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d0674d8a-826a-11ea-8077-00000000092a.png,https://www.rossstores.com/,BB,Medium,BB,Medium,BB,Medium,375,325,300,1000,19-04-2022,BBB,High,745732,1.258370753,27.77389292,0.306081765,21348.40771,721.8193476,3543.224928,4.740674094
sbac,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/19c8edbbf482503d3a876417a19001cfb20a28894f61df4606c75b8d5657da21.png,https://ir.sbasite.com/overview/default.aspx,B,Medium,B,Medium,B,Medium,250,251,215,716,19-04-2022,B,Medium,1034054,1.436663367,28.89053044,2.086122952,19866.77877,599.4301112,5924.051249,4.654584474
qcom,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/28159d10-80e1-11ea-b725-00000000092a.png,https://www.qualcomm.com/,BBB,High,BB,Medium,BB,Medium,409,300,300,1009,19-04-2022,BBB,High,804328,0.104244669,26.99832264,-0.528475084,7343.118878,950.9430245,9583.983779,7.404553837
pool,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,https://static.finnhub.io/logo/ac59de52-80e0-11ea-9ff4-00000000092a.png,https://www.poolcorp.com/,A,High,BB,Medium,BB,Medium,525,306,313,1144,18-04-2022,BBB,High,945841,1.205114858,26.61379915,1.464089726,22282.32384,713.536473,5850.172267,5.250879163
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PEP_4295904718.png,https://www.pepsico.com/,AA,Excellent,BB,Medium,BB,Medium,719,340,358,1417,18-04-2022,A,High,77476,0.767698102,16.21865931,0.639445054,5429.611361,1176.196392,8990.057444,8.467456058
sbux,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/8d4c97ac-80e0-11ea-b957-00000000092a.png,https://www.starbucks.com/,BBB,High,BB,Medium,B,Medium,475,385,295,1155,19-04-2022,BBB,High,829224,1.378134163,20.47314682,0.90827013,20257.79465,1124.511474,3475.769137,6.881823886
reg,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/5ecc68e8-80ec-11ea-af0b-00000000092a.png,https://www.regencycenters.com/,A,High,BB,Medium,BB,Medium,575,372,365,1312,19-04-2022,A,High,910606,1.221052761,25.17057029,0.875115989,21650.4854,711.1888262,4691.823333,4.959660194
qrvo,Qorvo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/6008ddde-80d1-11ea-8e0e-00000000092a.png,https://www.qorvo.com/,A,High,BB,Medium,BB,Medium,535,310,305,1150,19-04-2022,BBB,High,1604778,1.188356186,28.42790963,0.891875328,24792.11616,851.0600522,6488.709562,6.143764291
ptc,PTC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/29d81df0-80e1-11ea-8920-00000000092a.png,https://www.ptc.com/,A,High,BB,Medium,BB,Medium,550,302,308,1160,19-04-2022,BBB,High,857005,0.736609237,26.53160546,0.296847268,14846.66335,979.0968459,4571.312055,6.359920651
penn,PENN Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/aeca4e7e-80e0-11ea-b61c-00000000092a.png,https://www.pngaming.com/,BB,Medium,BB,Medium,B,Medium,371,300,220,891,18-04-2022,BB,Medium,921738,0.713356652,8.930362927,0.058769567,23362.79518,1158.875218,7511.727007,8.037748445
pypl,PayPal Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/58e310c0-80d2-11ea-8993-00000000092a.png,https://www.paypal.com/,BB,Medium,B,Medium,B,Medium,370,244,285,899,18-04-2022,BB,Medium,1633917,0.908307654,26.61009398,0.722328694,22629.39625,645.3113404,4201.10828,4.489764168
regn,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/94aceb0a-80e0-11ea-a230-00000000092a.png,https://www.regeneron.com/,A,High,BB,Medium,BB,Medium,505,327,305,1137,19-04-2022,BBB,High,872589,0.518896644,27.06928309,-0.536627688,10550.78878,1097.208079,6312.542861,7.40659638
amgn,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/06a226980337772e10ad0953d2904b1be6d15866d212e9912efaea5850757690.png,https://www.amgen.com/,A,High,BB,Medium,BB,Medium,575,312,328,1215,16-04-2022,A,High,318154,1.379036195,27.63548447,-0.189152103,5488.547909,564.3033544,9552.465602,5.322746272
snps,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/b5dff9e4-80e0-11ea-b347-00000000092a.png,https://www.synopsys.com/,A,High,BB,Medium,BB,Medium,525,316,315,1156,19-04-2022,BBB,High,883241,0.812652863,22.23457578,1.489534734,12471.32651,679.0821402,8548.164735,5.703911134
stx,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/1b9ae09b2197a137d5e26ef7606d068678109eab18fefac2f4994c3ab827a080.png,https://investors.seagate.com/overview/default.aspx,A,High,BB,Medium,BB,Medium,540,355,300,1195,19-04-2022,BBB,High,1137789,0.911226211,5.615886936,1.337913921,20484.75648,1186.258762,8853.974186,8.503785524
tech,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/21c90d484b75f48b0c3943f2cd9208034fc36add542c71254724b6e6e173036c.png,https://www.bio-techne.com/,A,High,B,Medium,BB,Medium,510,268,300,1078,16-04-2022,BBB,High,842023,0.056971236,19.35343549,2.072113986,21728.27549,1151.259437,6004.199451,7.633486728
ter,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8211e574-80ec-11ea-b01d-00000000092a.png,https://www.teradyne.com/,A,High,BB,Medium,BB,Medium,507,328,315,1150,19-04-2022,BBB,High,97210,0.876820695,10.3598072,2.059932827,7832.46732,882.9484079,6580.153489,6.319672771
swks,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/6d9737aa218175cf0ecab9fbfde6531a45cb826eab7877356403e5b905bcca2f.png,https://www.skyworksinc.com/,A,High,BB,Medium,B,Medium,515,303,270,1088,19-04-2022,BBB,High,4127,0.03215623,18.5949948,2.662193077,8146.431518,599.2120005,9084.921079,5.400303813
trmb,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/f89b3dba-80e0-11ea-a642-00000000092a.png,https://www.trimble.com/,A,High,BBB,High,BB,Medium,550,415,315,1280,19-04-2022,A,High,864749,0.18277172,9.228398594,1.486363916,23103.62209,590.7428537,7087.503264,4.890486101
trow,T Rowe Price Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/f20081c2-80e0-11ea-aa51-00000000092a.png,https://www.troweprice.com,A,High,BB,Medium,BB,Medium,510,325,310,1145,19-04-2022,BBB,High,1113169,0.592325527,27.82295173,0.111908983,10883.94686,511.5705221,4561.70326,3.847710728
ttwo,Take-Two Interactive Software Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/c1e64458-80e0-11ea-8873-00000000092a.png,https://www.take2games.com/,B,Medium,BB,Medium,BB,Medium,225,307,310,842,19-04-2022,BB,Medium,946581,1.242845155,26.87791211,1.199814217,6304.066172,740.4456274,5698.081024,5.342632075
tsla,Tesla Inc,USD,NASDAQ NMS - GLOBAL MARKET,Automobiles,https://static.finnhub.io/logo/2dd96524-80c9-11ea-aaac-00000000092a.png,https://www.tesla.com/,A,High,CCC,Low,B,Medium,555,160,278,993,19-04-2022,BBB,High,1318605,1.248617155,9.773929455,-0.186630511,16338.92706,1031.808579,4026.304746,6.513146049
tsco,Tractor Supply Co,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/c382b098-80e0-11ea-a382-00000000092a.png,https://www.tractorsupply.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,916365,1.270968224,18.86376988,0.04830003,15056.6783,707.751223,3042.330633,4.538762585
txn,Texas Instruments Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8e047d7e-80ec-11ea-a11f-00000000092a.png,https://www.ti.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,97476,0.360122335,17.23350566,-0.423848185,8748.319516,894.8556409,5132.260891,6.036917169
tmus,T-Mobile US Inc,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,https://static.finnhub.io/logo/4ffaa8b8-80ec-11ea-94ca-00000000092a.png,https://www.t-mobile.com/,BB,Medium,BB,Medium,B,Medium,342,331,230,903,19-04-2022,BBB,High,1283699,1.01506771,16.07026952,2.782533381,22189.42246,1168.334684,6787.66621,7.91350322
ual,United Airlines Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,https://static.finnhub.io/logo/b3f34b67dcba1725d92ac006206475d24142031e7f30415f77010a101e9fae1b.png,https://ir.united.com/,B,Medium,B,Medium,B,Medium,205,203,221,629,19-04-2022,B,Medium,100517,1.177944039,22.28895468,0.438397225,8991.426864,802.8915828,8045.932951,6.243514219
vrsk,Verisk Analytics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,https://static.finnhub.io/logo/fe905336-80fe-11ea-adc8-00000000092a.png,https://www.verisk.com,AA,Excellent,BB,Medium,BB,Medium,615,366,300,1281,19-04-2022,A,High,1442145,0.558277873,20.21361894,-0.146992283,9569.964242,1192.984126,9128.867259,8.594893021
ulta,Ulta Beauty Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d10866ba-80e0-11ea-9adf-00000000092a.png,https://www.ulta.com/,B,Medium,B,Medium,B,Medium,205,242,200,647,19-04-2022,B,Medium,1403568,0.432205536,28.80606807,-0.869596419,14996.08369,534.5316485,3607.246904,3.745824977
vrtx,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/feec7ad8-80e0-11ea-ac96-00000000092a.png,https://www.vrtx.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,875320,1.202108888,7.261432741,0.530337657,14132.93725,952.2684234,5238.149856,6.375447652
vtrs,Viatris Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/bb69368ad1567617f611958c6dbb56e67edc624e4531b680597d2d17e8dcace8.png,https://www.viatris.com/en,A,High,BB,Medium,B,Medium,500,300,200,1000,24-09-2022,BBB,High,1792044,1.1343042,22.44937371,-0.304125447,8702.903312,806.3501158,7010.527577,6.013266142
vrsn,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9adf6b51871316924a9578bea95b2d64a4227d34ba3b664d3826fdba28ff23ae.png,https://www.verisign.com/,A,High,BB,Medium,BB,Medium,548,354,325,1227,19-04-2022,A,High,1014473,0.372791511,11.17258844,1.858578596,8794.207513,1099.676138,7081.985746,7.602734884
wba,Walgreens Boots Alliance Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/9cc9acf0-80ec-11ea-a362-00000000092a.png,https://www.walgreensbootsalliance.com/,A,High,BB,Medium,BB,Medium,515,325,300,1140,19-04-2022,BBB,High,1618921,0.353374538,14.22647456,2.030801103,18424.7993,727.2776868,4089.329432,4.898072264
ntap,NetApp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/8aa1beee-80e0-11ea-85fc-00000000092a.png,https://www.netapp.com/,A,High,BB,Medium,BB,Medium,545,359,325,1229,18-04-2022,A,High,1002047,0.940215008,9.187926832,1.909311049,15882.86778,1146.286238,3345.993269,6.963015486
xel,Xcel Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/ad4fb250-80ec-11ea-950a-00000000092a.png,https://www.xcelenergy.com/,B,Medium,B,Medium,B,Medium,223,201,205,629,20-04-2022,B,Medium,72903,0.016718486,20.41420825,0.496452601,20515.10224,759.4813682,7970.425641,6.004237389
xray,DENTSPLY SIRONA Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/27b1f30a-80e1-11ea-bdab-00000000092a.png,https://www.dentsplysirona.com/,A,High,BB,Medium,BB,Medium,530,318,305,1153,17-04-2022,BBB,High,818479,0.316530707,25.35462917,2.682734902,5525.295365,601.0724899,4421.181815,4.288357476
zbra,Zebra Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/19363bc2-80e1-11ea-be98-00000000092a.png,https://www.zebra.com/,BB,Medium,BB,Medium,BB,Medium,320,317,300,937,20-04-2022,BBB,High,877212,1.28216924,25.62743318,-0.397809453,7921.39196,549.9643287,3570.619622,3.812678903
aap,Advance Auto Parts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/5fdef210-80eb-11ea-8a31-00000000092a.png,https://shop.advanceautoparts.com/,B,Medium,B,Medium,B,Medium,264,261,210,735,16-04-2022,B,Medium,1158449,0.105066661,25.54266923,-0.544058752,16636.65147,1161.067911,7280.555882,7.987294067
zion,Zions Bancorporation NA,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/1ab22e6c-80e1-11ea-8246-00000000092a.png,https://www.zionsbank.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,20-04-2022,B,Medium,109380,0.331594951,16.20866732,-0.479939968,15556.28205,1046.278808,5540.751781,6.953391122
wynn,Wynn Resorts Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/acba626ebfc3757928c79f34ba0291de64d34a185fce74db448210806384f2dd.png,https://www.wynnresorts.com/,B,Medium,B,Medium,B,Medium,225,201,200,626,20-04-2022,B,Medium,1174922,0.433068603,12.93890635,1.990021128,22688.82015,853.7146983,4507.507889,5.680401497
a,Agilent Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/5f1f8412-80eb-11ea-bd05-00000000092a.png,https://www.agilent.com/,A,High,B,Medium,B,Medium,573,231,233,1037,16-04-2022,BBB,High,1090872,1.234742862,5.552401162,-0.580737277,15962.34635,688.6095099,4198.773078,4.714614858
abbv,Abbvie Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,https://static.finnhub.io/logo/8806d72c-80cd-11ea-b0f0-00000000092a.png,https://www.abbvie.com/,A,High,BB,Medium,BB,Medium,505,317,300,1122,16-04-2022,BBB,High,1551152,0.835851715,12.37092019,1.216647678,18666.36637,793.6174346,9239.023109,6.489821362
abc,Amerisourcebergen Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/984684bcb4bd8dbd25efd66e89a3e9b1529e45333e9cbcefbbb50b1d8fdd44d2.png,https://www.amerisourcebergen.com/,A,High,BB,Medium,BB,Medium,505,300,315,1120,16-04-2022,BBB,High,1140859,1.455596261,19.85056531,1.557776444,9798.708339,927.0151826,6119.394624,6.447254797
adm,Archer-Daniels-Midland Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/633db98c-80eb-11ea-ab18-00000000092a.png,https://www.adm.com/,A,High,BB,Medium,BB,Medium,587,353,305,1245,16-04-2022,A,High,7084,1.451637521,25.98000261,-0.902669836,10647.12396,523.0348256,7737.077417,4.671012369
abt,Abbott Laboratories,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png,https://www.abbott.com/,A,High,BB,Medium,BB,Medium,515,305,305,1125,16-04-2022,BBB,High,1800,1.078693646,13.1459737,0.180266811,19917.44028,885.0279252,7258.544104,6.505717704
aee,Ameren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/643922d8-80eb-11ea-b89f-00000000092a.png,https://www.ameren.com/,A,High,BB,Medium,BB,Medium,562,345,300,1207,16-04-2022,A,High,1002910,0.08180707,25.18752526,1.787209402,17034.59804,1111.346365,6122.756162,7.443312595
aes,AES Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/dd2e38bf724fd9d5860157f55d57588ba0ea09e12d3ac1b9361148d013d566d4.png,https://www.aes.com/,A,High,BB,Medium,BB,Medium,525,326,370,1221,16-04-2022,A,High,874761,0.800529563,29.10597525,2.515382705,21387.93153,1100.105384,9585.766764,8.218536813
afl,Aflac Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/669fcffe-80eb-11ea-8a69-00000000092a.png,https://www.aflac.com/,BBB,High,BB,Medium,B,Medium,454,300,235,989,16-04-2022,BBB,High,4977,1.175072309,29.98571835,2.320650617,5059.556775,591.9870247,6839.80365,4.819662885
acn,Accenture PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/d97049de-8278-11ea-8ac9-00000000092a.png,https://www.accenture.com/ie-en/,A,High,BB,Medium,BB,Medium,515,360,305,1180,16-04-2022,BBB,High,1467373,1.049890354,17.39152529,-0.937526791,18697.63291,739.0624395,4416.738224,5.040089482
ajg,Arthur J. Gallagher & Co.,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/6ad765be-80eb-11ea-97ea-00000000092a.png,https://www.ajg.com/,A,High,BB,Medium,BB,Medium,530,344,310,1184,16-04-2022,BBB,High,354190,0.652297437,25.19657428,-0.942111366,8046.049105,781.4491094,7486.24348,5.993311711
aiz,Assurant Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/6d03fe00-80eb-11ea-a0c7-00000000092a.png,https://www.assurant.com/,BBB,High,BB,Medium,BB,Medium,438,316,300,1054,16-04-2022,BBB,High,1267238,0.731377458,23.58000018,2.635092623,14782.08234,1047.003898,3156.055922,6.384176398
alk,Alaska Air Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static.finnhub.io/logo/6f0f3ff0-80eb-11ea-adee-00000000092a.png,https://investor.alaskaair.com/,A,High,BB,Medium,B,Medium,515,303,259,1077,16-04-2022,BBB,High,766421,0.010617638,15.04683997,-0.241441113,13644.1562,865.6340525,8066.908742,6.589500776
alb,Albemarle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/4ef8740ea71ccbddb20e0dcfc8e82c9029f79efda1e34947efece24c8974199c.png,https://www.albemarle.com/,A,High,BB,Medium,BB,Medium,545,322,315,1182,16-04-2022,BBB,High,915913,0.700360824,11.54751854,0.909613103,12957.43304,1163.475451,7554.647219,8.062301184
aig,American International Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/69801f92-80eb-11ea-a320-00000000092a.png,https://www.aig.com/individual,A,High,BB,Medium,BB,Medium,518,323,310,1151,16-04-2022,BBB,High,5272,1.05783267,24.66842494,0.232005014,23146.11255,1105.767991,8625.199136,8.020110336
all,Allstate Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/e0a6bc18-8278-11ea-aad1-00000000092a.png,https://www.allstateinvestors.com/investor-overview?c=93125&p=irol-irhome,A,High,BB,Medium,B,Medium,530,300,220,1050,16-04-2022,BBB,High,899051,0.227777929,22.25898236,1.981525813,17683.32958,827.1597215,9550.493429,6.74337786
alle,Allegion PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/57a8176a6abfdd7d5a24ec8d7802b8ccd943b7e6b0f435d6af062dab03864422.png,https://www.allegion.com/corp/en/index.html,A,High,BB,Medium,BB,Medium,542,322,315,1179,16-04-2022,BBB,High,1579241,0.600213212,15.72031863,1.233498525,13577.34468,1097.602581,9632.754528,8.208588265
amp,Ameriprise Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/71b42062-80eb-11ea-a0bc-00000000092a.png,https://www.ameriprise.com/,BB,Medium,BB,Medium,B,Medium,396,308,267,971,16-04-2022,BBB,High,820027,0.821112968,16.51199904,2.557917826,6147.012352,1019.490258,4442.399468,6.536790668
ame,AMETEK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/70aae254-80eb-11ea-8bb6-00000000092a.png,https://www.ametek.com/,A,High,BB,Medium,B,Medium,540,329,270,1139,16-04-2022,BBB,High,1037868,0.233134241,25.41387421,-0.62135245,20475.1155,832.199888,3659.804078,5.359419494
amt,American Tower Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/72058208-80eb-11ea-bbb0-00000000092a.png,https://www.americantower.com/,A,High,BB,Medium,BB,Medium,530,333,305,1168,16-04-2022,BBB,High,1053507,0.244474174,12.31750081,0.971806765,22688.53777,807.1764895,3514.503954,5.19263547
aos,A O Smith Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png,https://www.aosmith.com/,A,High,BB,Medium,BB,Medium,510,315,310,1135,16-04-2022,BBB,High,91142,1.358109284,29.21834921,-0.832182805,8653.224469,558.4374571,8503.483881,5.042714126
apd,Air Products and Chemicals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/74581b6e-80eb-11ea-a665-00000000092a.png,https://www.airproducts.com/,AA,Excellent,BBB,High,BB,Medium,700,442,300,1442,16-04-2022,A,High,2969,1.16864848,26.81430041,-0.23730734,9848.328359,667.4991422,5911.372882,5.006373222
aon,Aon PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/aa9668652232c8e21ee7ff27ca3f3a49a12c07c6d86670032b41608efb282982.png,https://www.aon.com/,BBB,High,BB,Medium,B,Medium,485,304,288,1077,16-04-2022,BBB,High,315293,0.245642628,20.66981812,2.374742798,5208.868359,861.5106334,6603.648722,6.207781556
anet,Arista Networks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,https://static.finnhub.io/logo/5c1639fa-81b4-11ea-a6d0-00000000092a.png,https://www.arista.com/en/,BBB,High,BB,Medium,B,Medium,444,310,295,1049,16-04-2022,BBB,High,1596532,1.359659938,10.97957619,2.873968204,24828.60252,1027.446795,7803.361564,7.404750199
aph,Amphenol Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/74ad03fe-80eb-11ea-a501-00000000092a.png,https://www.amphenol.com/,A,High,BB,Medium,BBB,High,512,303,475,1290,16-04-2022,A,High,820313,0.787676257,13.10594754,1.317304306,13725.96193,743.2039608,5617.807193,5.345572918
ato,Atmos Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/77cd59a2-80eb-11ea-b2f2-00000000092a.png,https://www.atmosenergy.com/,A,High,BB,Medium,BB,Medium,572,368,315,1255,16-04-2022,A,High,731802,0.688030399,26.24357366,2.503798017,6494.970681,501.8155636,5867.618594,4.104454854
awk,American Water Works Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7abeb7a8-80eb-11ea-9cc9-00000000092a.png,https://www.amwater.com/,AA,Excellent,BB,Medium,BB,Medium,653,395,300,1348,16-04-2022,A,High,1410636,0.655756142,8.295121068,-0.430089345,18132.27622,950.8042219,4152.57185,6.11106015
are,Alexandria Real Estate Equities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/ffde2ccf9a1b68d8c0417d434712742c97a013bed497f0bcafbd67c6c48c3838.png,https://www.are.com/,AA,Excellent,BB,Medium,BB,Medium,600,337,345,1282,16-04-2022,A,High,1035443,0.22196385,13.28729581,-0.649445405,6111.551768,547.3906325,7914.627579,4.839635961
aptv,Aptiv PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/56ba8998-80cb-11ea-ade4-00000000092a.png,https://www.aptiv.com,A,High,BB,Medium,BB,Medium,555,339,310,1204,10-06-2022,A,High,1521332,0.264251189,25.1631937,0.932448612,20098.79153,946.5468701,7591.909893,6.91564839
avb,Avalonbay Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7940482e-80eb-11ea-9e46-00000000092a.png,https://www.avaloncommunities.com/,A,High,BB,Medium,B,Medium,500,300,298,1098,16-04-2022,BBB,High,915912,0.96275876,28.21250659,0.737982185,18671.0821,1053.101821,7138.637259,7.376569786
avy,Avery Dennison Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/79d9e86c-80eb-11ea-acfe-00000000092a.png,https://www.averydennison.com/,A,High,BB,Medium,BB,Medium,535,347,325,1207,16-04-2022,A,High,8818,0.816064987,26.2921187,-0.050917082,19982.78589,1120.070959,4491.019297,7.10140776
ba,Boeing Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/7f18239e-80eb-11ea-b544-00000000092a.png,https://www.boeing.com/,B,Medium,B,Medium,B,Medium,220,224,235,679,21-09-2022,B,Medium,12927,0.093115015,11.2611608,0.548869627,16088.93358,1080.14403,7888.740087,7.698958557
